Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -count exons -condenseGenes -d sgNT_MC38_1/ sgNT_MC38_2/ sgArid1a_MC38_1/ sgArid1a_MC38_2/ -tpm)	chr	start	end	strand	Length	Copies	Annotation/Divergence	sgNT_MC38_1/ TPM	sgNT_MC38_2/ TPM	sgArid1a_MC38_1/ TPM	sgArid1a_MC38_2/ TPM
NM_029104	chr14	20482864	20496901	-	1820	1	Mss51|4833444M15Rik|Zmynd17|-|14|14 A3|protein-coding	1.106	1.333	1.336	1.462
NM_009515	chrX	8081466	8090491	-	2080	1	Was|U42471|Wasp|-|X A1.1|X 3.65 cM|protein-coding	1.106	1.167	1.461	1.751
NM_010304	chr10	81502314	81524225	-	1952	1	Gna15|G[a]15|Galpha15|-|10 C1|10 39.72 cM|protein-coding	1.105	1.17	1.557	1.579
NM_023872	chr1	21398403	21961942	-	6907	1	Kcnq5|7730402H11|9230107O05Rik|AA589396|D1Mgi1|-|1|1 A4|protein-coding	1.103	1.24	1.364	1.075
NM_198604	chr6	125362651	125380504	-	3000	1	Plekhg6|BC026778|Gm155|-|6|6 F3|protein-coding	1.102	0.761	1.064	0.42
NM_177878	chr5	138194314	138195621	+	1305	1	Mblac1|-|-|5|5 G2|protein-coding	1.102	1.312	1.281	0.859
NM_001289804	chr5	34007179	34169526	-	2884	1	Poln|POL4P|-|5|5 B2|protein-coding	1.097	0.94	1.37	1.02
NM_009264	chr3	92483954	92485881	-	786	1	Sprr1a|AI528815|SPR1a|mSPRR1A|-|3 F1|3 40.14 cM|protein-coding	1.097	1.09	0.58	1.604
NM_001081471	chr15	100334929	100340169	+	1442	1	Mettl7a3|ENSMUSG00000058057|Gm10035|Ubie3|-|15 F1|15|protein-coding	1.097	0.099	1.58	1.457
NM_019823	chr15	82370527	82380260	-	2754	1	Cyp2d22|2D22|-|15|15 E1|protein-coding	1.096	1.348	1.434	1.323
NM_001290429	chr7	5056152	5060784	+	1312	1	Ccdc106|BC018462|-|7|7 A1|protein-coding	1.096	1.088	0.926	1.174
NM_009852	chr19	10789339	10830058	-	3019	1	Cd6|-|-|19 A|19 7.16 cM|protein-coding	1.095	1.844	0.856	1.346
NM_025590	chr4	106744561	106799831	-	5650	1	Acot11|1110020M10Rik|2010309H15Rik|AW060409|BFIT|BFIT1|Thea|Them1|mKIAA0707|-|4|4 C7|protein-coding	1.094	1.011	2.877	2.802
NM_029555	chr6	42245935	42250441	+	920	1	Gstk1|0610025I19Rik|AW260476|DsbA-L|-|6|6 B2.1|protein-coding	1.094	2.017	1.817	2.132
NM_001290631	chr7	30729779	30743681	-	1445	1	Gapdhs|Gapd-s|Gapds|-|7|7 B1|protein-coding	1.094	1.087	0.946	0.969
NM_001306169	chr16	17139064	17147229	-	4204	1	Ccdc116|4930432J16Rik|-|16|16 A3|protein-coding	1.094	1.664	1.156	1.133
NR_002926	chr4	138831857	138835189	+	789	1	Pla2g2a|EF|Mom1|Pla2|sPLA2|sPla2-IIA|-|4 D3|4 70.57 cM|protein-coding	1.093	0.543	1.733	0.888
NM_029044	chr11	60353380	60394333	+	1842	1	Lrrc48|4930449E07Rik|Drc3|-|11|11 B2|protein-coding	1.093	0.93	1.072	1.141
NR_027899	chr2	74710044	74716130	-	791	1	Hoxd3os1|1700064D17Rik|1700109F18Rik|-|2|2 C3|ncRNA	1.09	1.083	0.384	0.708
NM_010141	chr4	28813131	28967503	+	6731	1	Epha7|Cek11|Ebk|Ehk3|Hek11|Mdk1|-|4 A4|4 12.42 cM|protein-coding	1.089	0.912	0.609	0.916
NR_001579	chr3	96414437	96414833	-	396	1	Terc|mTER|mTR|-|3|3 F2.1|ncRNA	1.089	1.081	0.767	1.415
NM_001162910	chr13	62367716	62383174	-	2913	1	Gm3604|-|-|13 B3|13|protein-coding	1.086	1.666	0.782	1.443
NR_075095	chr6	83702480	83710932	-	1194	1	Vax2os|Vas2os|Vax2os1|Vax2os2|-|6|6 C3|ncRNA	1.084	1.674	1.272	1.525
NM_001347651	chr11	114922779	114934386	-	2652	1	Cd300lb|CLM-7|Clm7|Gm253|LMIR5|-|11|11 E2|protein-coding	1.084	1.507	1.375	1.109
NM_001003939	chr10	86705811	86724584	+	1858	1	Ttc41|AI449705|AU041509|Gnn|-|10 C1|10 43.07 cM|protein-coding	1.083	0.999	2.126	1.734
NM_177075	chr11	46235557	46239871	+	2259	1	Fndc9|C030019I05Rik|-|11|11 B1.1|protein-coding	1.082	0.821	0.202	0.496
NM_172491	chr8	69271080	69303375	+	1994	1	D130040H23Rik|-|-|8|8 B3.3|protein-coding	1.081	1.074	1.219	1.546
NR_045500	chr5	48395573	48414294	+	1731	1	5730480H06Rik|-|-|5|5 B3|ncRNA	1.08	1.649	1.931	1.376
NM_133902	chr5	120458202	120472763	-	1199	1	Sdsl|4432411H13Rik|AI504310|SDH1|SDS-RS1|TDH|-|5|5 F|protein-coding	1.079	0.357	0.634	1.052
NM_178183	chr13	21753377	21753912	-	533	1	Hist1h2ak|-|-|13|13 A3.1|protein-coding	1.079	0.268	0.855	0.263
NM_009920	chr19	5092868	5098521	-	1335	1	Cnih2|CNIH-2|Cnil|-|19|19 A|protein-coding	1.077	0.962	2.049	1.679
NM_001163521	chr11	29547950	29578352	+	2138	1	Clhc1|1700034F02Rik|-|11|11 A3.3|protein-coding	1.076	0.935	1.066	1.179
NM_178699	chr4	155694342	155696483	+	2139	1	Fndc10|B930041F14Rik|MNCb-3966|-|4|4 E2|protein-coding	1.075	0.4	0.639	0.655
NM_201355	chr7	4922251	4925006	+	1607	1	Nat14|BC047219|-|7|7 A1|protein-coding	1.074	1.332	0.851	0.785
NM_175476	chr6	87458545	87496327	-	3353	1	Arhgap25|A130039I20Rik|-|6|6 D1|protein-coding	1.072	0.979	0.816	0.961
NM_030052	chr5	71442823	71548205	-	538	1	Cox7b2|4930503B16Rik|-|5|5 C3.1|protein-coding	1.069	0.796	0.847	2.083
NM_010403	chr2	134497361	134554352	-	2019	1	Hao1|GOX|Gox1|Hao-1|-|2 F2|2 65.65 cM|protein-coding	1.068	1.06	1.204	0.347
NM_198417	chr7	27674661	27706482	+	4582	1	Zfp607b|C030039L03Rik|-|7|7 A3|protein-coding	1.067	0.903	1.625	1.437
NR_106165	chr19	47755022	47755157	-	135	1	Mir8090|Gm27862|mmu-mir-8090|-|19|19 D1|ncRNA	1.065	0	0	0
NR_144294	chr6	148944857	148947129	+	1755	1	3010003L21Rik|-|-|6|6 G3|ncRNA	1.065	0.813	0.952	1.197
NM_008675	chr4	139082292	139092970	-	1756	1	Nbl1|D4H1S1733E|DAN|Dana|NO3|-|4 70.57 cM|4 D3|protein-coding	1.064	0.65	0.346	0.479
NM_001171007	chr6	54923942	54971661	-	4057	1	Nod1|C230079P11|Card4|F830007N14Rik|Nlrc1|-|6|6 B3|protein-coding	1.063	0.493	1.198	0.967
NM_001033243	chr7	45928398	45948956	+	2438	1	Ccdc114|-|-|7|7 B3|protein-coding	1.061	1.991	0.623	0.862
NM_001033548	chr7	4522957	4532442	-	2175	1	Dnaaf3|6030429G01Rik|b2b1739Clo|-|7|7 A1|protein-coding	1.058	0.722	1.257	1.159
NR_130986	chr11	59921499	59921889	+	272	1	1810063I02Rik|-|-|11|11 B1.3|ncRNA	1.057	0	0.559	0.515
NM_146136	chr3	107291292	107312116	+	2176	1	Slc16a4|AW146050|MCT 5|-|3|3 F2.3|protein-coding	1.057	0.656	0.559	1.094
NR_040384	chr9	114368862	114377238	+	1091	1	4930520O04Rik|-|-|9|9 F3|ncRNA	1.054	0.916	1.114	0.899
NM_001290829	chr19	37021291	37198108	-	5746	1	Cpeb3|4831444O18Rik|CPE-BP3|mKIAA0940|-|19|19 C2|protein-coding	1.051	1.068	1.481	1.414
NR_028576	chr12	105031075	105031349	-	274	1	Scarna13|U93|-|12|12 E|ncRNA	1.049	2.084	1.664	1.534
NM_172870	chr4	84272542	84675086	-	6445	1	Bnc2|5031434M05Rik|8430420F16Rik|-|4|4 C4|protein-coding	1.048	1.129	3.182	2.847
NM_001317388	chr9	20770057	20815067	-	6040	1	Col5a3|-|-|9|9 A3|protein-coding	1.047	0.898	0.805	0.812
NM_019943	chr5	142527740	142530076	-	2334	1	Papolb|PAP|Paplob|Papola-ps|Papt|Plap-ps|Tpap|-|5|5 G2|protein-coding	1.047	1.223	1.107	1.14
NM_001347168	chr6	48569696	48572802	-	688	1	Rarres2|0610007L05Rik|AI303516|-|6|6 B2.3|protein-coding	1.045	0.622	0.883	0.814
NM_008593	chr4	114906280	114908898	-	2616	1	Foxd2|AI426778|Mf2|-|4 D1|4 52.73 cM|protein-coding	1.044	0.818	1.103	1.339
NM_007503	chr9	45406077	45410278	+	551	1	Fxyd2|Atp1g1|-|9|9 A5.2|protein-coding	1.044	1.036	8.824	6.102
NM_177387	chr10	8204753	8518825	-	4274	1	Ust|D930010O20Rik|UA2OST|-|10|10 A1|protein-coding	1.043	1.202	1.6	2.065
NR_106180	chr11	97744897	97745035	+	138	1	Mir8102|Gm27795|mmu-mir-8102|-|11|11 D|ncRNA	1.042	0	1.101	0
NM_011351	chr3	95164339	95174050	+	3593	1	Sema6c|Semay|mKIAA1869|-|3|3 F2.1|protein-coding	1.04	0.715	0.93	1.287
NM_010382	chr17	34305867	34316674	+	1661	1	H2-Eb1|Eb|H-2Eb|H2Eb|Ia-4|Ia4|-|17 B1|17 17.98 cM|protein-coding	1.039	1.461	2.47	2.361
NM_029031	chr11	73199482	73224506	+	2772	1	Shpk|4930431K22Rik|AI194947|AW260459|Carkl|-|11|11 B4|protein-coding	1.037	1.905	1.48	1.415
NR_103550	chr13	80940403	80948597	+	1248	1	5430425K12Rik|-|-|13|13 C3|ncRNA	1.037	1.258	0.487	0.561
NR_038038	chr10	62340607	62349866	+	555	1	Hk1os|2210417K05Rik|-|10|10 B4|ncRNA	1.036	0.257	1.095	1.514
NM_001177811	chr15	97744770	97767666	-	3745	1	Rapgef3|2310016P22Rik|9330170P05Rik|Epac|Epac1|-|15|15 F1|protein-coding	1.036	1.182	1.217	0.748
NR_037666	chr16	4935164	4939585	-	1528	1	Gm16861|-|-|16 A1|16 2.48 cM|ncRNA	1.035	1.495	1.491	1.284
NM_207648	chr17	35424877	35428361	+	975	1	H2-Q6|0610037M15Rik|H-2Q6|Qa-6|Qa6|-|17 B1|17 18.66 cM|protein-coding	1.032	1.757	1.87	0.718
NR_040316	chr19	57323197	57360899	-	1951	1	B230217O12Rik|-|-|19|19 D2|ncRNA	1.032	0.512	0.779	0.646
NM_008091	chr2	9857078	9878600	-	3207	1	Gata3|Gata-3|jal|-|2 A1|2 6.69 cM|protein-coding	1.031	0.89	1.469	1.048
NR_024328	chr1	136411916	136415519	-	2094	1	9230116N13Rik|-|-|1|1 E4|ncRNA	1.03	1.295	1.161	1.472
NM_001163290	chr1	180165238	180193485	-	3911	1	Coq8a|4632432J16Rik|AI462003|Adck3|Cabc1|mKIAA0451|-|1|1 H4|protein-coding	1.029	0.876	1.593	1.325
NR_136921	chr1	87853347	87854299	-	839	1	Gm19582|-|-|1 D|1 44.44 cM|ncRNA	1.028	0.51	0.543	0
NM_023116	chr2	14604306	14987908	+	3929	1	Cacnb2|AW060387|CAB2|Cavbeta2|Cchb2|-|2 A2|2 10.7 cM|protein-coding	1.025	0.654	0.967	0.82
NM_198114	chr19	10245265	10304877	-	5612	1	Dagla|Nsddr|-|19|19 A|protein-coding	1.025	0.916	0.839	0.824
NM_139206	chr18	37972623	37997574	-	5190	1	Arap3|Centd3|Drag1|E030006K04Rik|cnt-d3|-|18|18 B3|protein-coding	1.025	0.935	0.527	0.459
NR_033461	chr7	46976632	46987803	+	562	1	Gm9999|ENSMUSG00000056509|-|7 B3|7|ncRNA	1.023	0	0	0
NM_001289503	chr12	36382147	36689503	+	2388	1	Ispd|4930579E17Rik|AV040780|-|12|12 A3|protein-coding	1.023	0.717	1.145	1.291
NM_198634	chr19	5891138	5894107	-	2111	1	Tigd3|-|-|19|19 A|protein-coding	1.022	1.352	1.367	0.995
NR_131916	chr11	17953970	17955100	+	422	1	Etaa1os|2900053O20Rik|4930542E09Rik|-|11|11 A3.1|ncRNA	1.022	0.676	2.16	0.996
NM_010092	chr7	28179483	28187298	+	2391	1	Dyrk1b|Mirk|-|7|7 A3|protein-coding	1.022	1.612	2.097	1.816
NR_038088	chr10	79697305	80369637	-	141	2	Bc1|Gm24367|-|7 F5|7|ncRNA	1.02	0	0	0
NM_053088	chr7	140948962	140950239	-	705	1	Ifitm5|1110003J06Rik|AW213665|Bril|DSPA1|Hrmp1|Hrtm1|-|7|7 F5|protein-coding	1.02	0.81	2.371	1.788
NR_015537	chr5	52190681	52197984	+	2114	1	9230114K14Rik|-|-|5|5 C1|ncRNA	1.02	0.743	1.437	1.259
NM_139300	chr16	34784950	35002434	+	7775	1	Mylk|9530072E15Rik|A930019C19Rik|AW489456|KRP|MLCK108|MLCK210|Mlck|nmMlck|smMLCK|-|16|16 B3|protein-coding	1.017	1.083	0.567	0.685
NM_146174	chr6	42623043	42645041	-	4247	1	Tcaf2|Fam115c|-|6|6 B2.1|protein-coding	1.016	0.907	0.715	0.627
NR_040505	chr2	156714539	156720909	-	991	1	4930405A21Rik|-|-|2|2 H1|ncRNA	1.015	1.44	2.146	1.838
NM_053245	chr11	72028722	72037509	-	1562	1	Aipl1|A930007I01Rik|-|11|11 B4|protein-coding	1.012	0.548	1.167	0.628
NR_125899	chr13	40727808	40735162	+	1565	1	Gm26688|Tfap2a-as1|-|13 A3.3|13|ncRNA	1.01	0.547	0.582	1.432
NM_027982	chr3	104781056	104786017	+	1708	1	Ppm1j|2310008J22Rik|PP2Czeta|Ppp2cz|-|3|3 F2.2|protein-coding	1.01	1.003	1.067	1.066
NM_023774	chrX	58911461	58920304	+	1568	1	4930550L24Rik|mage-k1|-|X|X A6|protein-coding	1.009	2.003	3.198	1.876
NR_027801	chrX	71932438	71940871	+	2139	1	Gm1141|Pasd1|-|X|X A7.3|ncRNA	1.008	1.134	0.852	0.917
NR_033607	chr18	17234483	17235482	-	999	1	4921533I20Rik|-|-|18|18 A1|pseudo	1.007	0.857	0.913	0.28
NM_144891	chr2	163438467	163455324	+	2572	1	Gdap1l1|Gdap1l|-|2|2 H3|protein-coding	1.006	1.498	2.008	1.525
NM_001015681	chr4	59626211	59754303	+	3714	1	E130308A19Rik|-|-|4|4 B3|protein-coding	1.006	0.961	1.391	1.396
NM_015798	chr18	84935025	84981392	+	1574	1	Fbxo15|AU019763|Fbx15|ecat3|-|18|18 E4|protein-coding	1.005	0.453	0.869	1.068
NM_001163565	chr7	47077800	47132598	-	3008	1	Ptpn5|Step|-|7 B3|7 30.7 cM|protein-coding	1.004	1.329	0.455	0.512
NM_177647	chr2	3513065	3526376	+	3007	1	Cdnf|9330140G23|Armetl1|-|2|2 A1|protein-coding	1.004	0.759	1.465	1.304
NM_001347493	chr13	23702034	23710854	-	3301	1	Hfe|MR2|-|13 A3.1|13 9.88 cM|protein-coding	1.002	0.908	1.013	1.316
NM_023124	chr17	35424847	35428361	+	1005	1	H2-Q8|H-2Q8|MMS10-T|Ms10t|Qa-2|Qa-8|Qa8|-|17 B1|17|protein-coding	1.001	1.704	1.814	0.697
NR_029447	chr10	79851377	79854971	-	3594	1	E130317F20Rik|-|-|10 C1|10|ncRNA	1	1.271	1.268	1.715
NM_001164327	chr14	59320964	59341330	-	1152	1	Phf11b|EG236451|Gm4902|-|14|14 C3|protein-coding	0.998	0.743	1.055	1.338
NM_023537	chr4	108879070	108943324	+	3313	1	Rab3b|2610528C18Rik|-|4|4 C7|protein-coding	0.998	1.077	0.229	0.296
NM_001122660	chr9	78289928	78305525	+	865	1	Gm10639|ENSMUSG00000074179|-|9|9 E1|protein-coding	0.997	0.825	0.176	0.486
NR_033541	chr15	10600293	10611651	+	3465	1	Gm10389|ENSMUSG00000072658|-|15 A1|15|ncRNA	0.996	1.359	1.009	0.687
NM_001289785	chr9	50752971	50756635	+	867	1	Cryab|Crya-2|Crya2|HspB5|P23|-|9 A5.3|9 27.75 cM|protein-coding	0.995	0.988	0.701	0.162
NM_001127318	chr6	136697284	136781742	-	3907	1	Gucy2c|AI893437|GC-C|Gcc|-|6 G1|6 66.67 cM|protein-coding	0.994	0.694	1.011	1.04
NM_019969	chr4	3901158	3938405	-	4627	1	Plag1|-|-|4|4 A1|protein-coding	0.994	1.018	1.313	1.362
NR_033536	chr1	192136898	192151025	+	2608	1	Gm10516|ENSMUSG00000073476|-|1 H6|1|ncRNA	0.992	0.93	0.99	1.128
NM_011430	chr14	34370274	34374669	-	725	1	Sncg|C79089|persyn|-|14 B|14 20.81 cM|protein-coding	0.991	0.787	1.467	0.966
NR_003632	chrX	8097087	8106701	+	1450	1	Gm6787|EG627782|-|X|X A1.1|pseudo	0.991	0.591	0.733	0.869
NM_001163401	chr4	41760443	41769473	+	1746	1	Il11ra1|AI314697|GP130|Il-11ra|Il11ra|Il11ra2|NR1|-|4 A5|4 21.94 cM|protein-coding	0.988	1.226	1.479	2.247
NM_029305	chr2	154548904	154550048	+	728	1	1700003F12Rik|-|-|2|2 H1|protein-coding	0.987	0.784	0.417	0.385
NR_040421	chr6	72629831	72637717	+	1458	1	Gm15401|ENSMUSG00000072999|OTTMUSG00000021199|-|6 C1|6|ncRNA	0.986	1.273	2.397	2.402
NR_106184	chr1	86351981	86352127	-	146	1	Gm24148|Mir3535|mir-3535|mmu-mir-3535|-|1|1 C5|ncRNA	0.985	0.978	3.122	3.838
NR_045701	chr15	100614140	100615110	-	876	1	C330013E15Rik|-|-|15|15 F1|ncRNA	0.985	1.629	1.214	1.279
NM_133733	chr9	40685964	40784046	+	2920	1	Clmp|9030425E11Rik|ACAM|ASP5|AW557819|-|9|9 A5.1|protein-coding	0.985	0.831	0.676	0.816
NR_077221	chr4	40720154	40722317	-	1460	1	Gm6297|-|-|4 A5|4|ncRNA	0.985	1.075	0.624	1.631
NM_024445	chr8	105827744	105844676	+	2192	1	Tsnaxip1|1700016K08Rik|TXI1|-|8|8 D3|protein-coding	0.984	0.781	0.901	1.598
NM_016765	chr17	35059035	35062099	+	1315	1	Ddah2|1110003M04Rik|AU019324|AW413173|DDAH-2|DDAHII|Ddah|G6a|NG30|-|17|17 B1|protein-coding	0.984	0.868	1.502	0.852
NM_177359	chr17	32815453	32830261	-	6002	1	Zfp799|6030490I01Rik|-|17|17 B1|protein-coding	0.982	0.785	1.266	0.98
NM_025622	chr15	78850860	78855529	-	586	1	Lgals2|2200008F12Rik|AI324147|-|15|15 E1|protein-coding	0.981	0.731	0.778	0.239
NM_011146	chr6	115422066	115490401	+	1760	1	Pparg|Nr1c3|PPAR-gamma|PPAR-gamma2|PPARgamma|PPARgamma2|-|6 E3|6 53.41 cM|protein-coding	0.98	1.703	0.518	0.796
NM_007763	chr12	113152012	113153879	+	440	1	Crip1|CRHP|CRP1|Crip|-|12 F1|12 61.59 cM|protein-coding	0.98	1.298	0.691	0.318
NM_019634	chrX	10485116	10596604	+	1764	1	Tspan7|1200014P11Rik|A15|AI323365|Cd231|Mxs1|PE31|R74651|TALLA|Tm4sf2|-|X|X A1.1|protein-coding	0.978	0.647	1.206	1.112
NR_132431	chr4	89295180	89518621	+	2059	1	Gm12610|Gm12609|OTTMUSG00000007716|OTTMUSG00000007717|-|4 C4|4 42.15 cM|ncRNA	0.978	0.416	1.55	1.021
NR_033593	chr3	91071662	91075192	+	3530	1	4930529C04Rik|-|-|3|3 F1|pseudo	0.977	1.173	0.947	1.31
NM_027570	chr8	111626271	111630322	-	2208	1	Ldhd|4733401P21Rik|D8Bwg1320e|-|8 E1|8 57.98 cM|protein-coding	0.977	1.164	1.376	1.142
NM_027438	chr12	84146131	84148489	-	2356	1	Pnma1|5730402C15Rik|-|12|12 D1|protein-coding	0.976	0.606	0.645	0.595
NM_001039493	chr1	64789121	64956824	-	8552	1	Plekhm3|9430067K14Rik|A230102O09Rik|AI449570|DAPR|Plekhm1l|-|1|1 C2|protein-coding	0.975	0.751	0.906	0.721
NM_008217	chr8	106870242	106882902	+	5906	1	Has3|-|-|8 D3|8 53.28 cM|protein-coding	0.974	1.45	1.929	1.542
NM_001256004	chrX	91931946	91932980	-	1033	1	Gm5071|EG278087|-|X|X C2|protein-coding	0.974	0.691	1.912	1.627
NM_007912	chr11	16752203	16887658	+	2660	1	Egfr|9030024J15Rik|AI552599|Erbb|Errb1|Errp|Wa5|wa-2|wa2|-|11 A2|11 9.41 cM|protein-coding	0.973	1.663	2.056	2.054
NR_131002	chr14	121876861	121878270	-	296	1	1810041H14Rik|-|-|14|14 E5|ncRNA	0.971	0.964	1.027	1.893
NM_001252293	chr6	30733506	30748466	+	2373	1	Mest|AA408879|AI256745|Peg1|-|6 A3.3|6 12.53 cM|protein-coding	0.969	0.662	0.64	0.708
NR_073378	chr17	5480989	5483069	-	2080	1	Gm8363|EG666919|-|17|17 A1|pseudo	0.968	1.784	1.826	1.684
NM_027988	chr17	24696234	24700529	+	2227	1	Noxo1|2310034C04Rik|P41NOX|P41NOXA|P41NOXB|P41NOXC|Snx28|hslt|-|17 A3.3|17 12.49 cM|protein-coding	0.968	1.154	1.637	1.447
NM_134116	chr17	34589806	34591754	+	1337	1	Gpsm3|AA960287|AGS4|-|17|17 B1|protein-coding	0.968	0.854	1.136	1.467
NM_001033433	chr11	69803595	69805624	-	1937	1	Tmem102|4632403M07Rik|Cbap|Tmem102-ps|-|11|11 B3|protein-coding	0.965	0.663	1.177	0.796
NR_033571	chr14	20546293	20570680	+	745	1	1810062O18Rik|-|-|14|14 A3|ncRNA	0.965	1.341	1.631	1.692
NM_010234	chr12	85473901	85477270	+	2088	1	Fos|D12Rfj1|c-fos|cFos|-|12 D2|12 39.7 cM|protein-coding	0.964	1.23	2.328	1.946
NM_001100445	chrX	26287199	26310044	-	896	1	Gm2030|-|-|X A2|X|protein-coding	0.963	0.478	1.696	1.563
NM_027221	chr5	31251706	31253197	+	896	1	Krtcap3|2010001C09Rik|AW321088|Kcp3|-|5|5 B1|protein-coding	0.963	0.956	2.544	1.563
NM_009898	chr7	126699774	126704816	-	1646	1	Coro1a|Clabp|Lmb3|TACO|p57|-|7 69.25 cM|7 F3|protein-coding	0.961	0.52	0.738	0.851
NM_021320	chr10	93641049	93745972	+	2399	1	Ntn4|-|-|10|10 C2|protein-coding	0.959	0.952	0.76	0.467
NR_045848	chr7	25155069	25156630	+	901	1	D930028M14Rik|EG434147|-|7|7 A3|ncRNA	0.957	0.634	0.169	0.622
NM_016899	chr3	88542029	88548279	-	1053	1	Rab25|AV012978|-|3|3 F1|protein-coding	0.956	0.542	1.299	0.665
NM_028072	chr2	166073899	166155683	-	3767	1	Sulf2|2010004N24Rik|AU020235|MSulf-2|mKIAA1247|-|2|2 H3|protein-coding	0.954	1.175	2.178	1.934
NM_007542	chrX	73483601	73495936	+	2413	1	Bgn|BG|DSPG1|PG-S1|PGI|SLRR1A|-|X A7.3|X 37.33 cM|protein-coding	0.953	1.006	4.219	4.238
NM_053109	chr6	129180615	129186535	+	1207	1	Clec2d|Clr-b|Clrb|Ocil|-|6|6 F3|protein-coding	0.953	0.71	2.392	2.902
NM_001177577	chr5	91987473	91995317	+	755	1	Gm1045|Gm1045-a|Gm1045-b|-|5|5 E2|protein-coding	0.952	0.189	0.402	0
NM_001204910	chr1	173723428	173741809	-	3473	1	Ifi207|AI607873|Pyhin-A|-|1|1 H3|protein-coding	0.952	0.904	0.394	0.807
NM_009670	chr10	69925532	70027436	+	6944	1	Ank3|2900054D09Rik|AI314020|Ank-3|AnkG|Ankyrin-3|Ankyrin-G|-|10 B5.3|10 36.1 cM|protein-coding	0.952	0.863	0.788	0.807
NM_001163489	chr3	88435962	88461182	-	3029	1	Sema4a|AI132332|SemB|Semab|-|3|3 F1|protein-coding	0.949	0.942	1.053	1.526
NM_010545	chr18	60803849	60812652	+	1213	1	Cd74|CLIP|DHLAG|HLADG|Ia-GAMMA|Ii|-|18 E1|18 34.41 cM|protein-coding	0.948	0.235	0.626	0.577
NM_001159505	chr11	69682577	69685554	-	1668	1	Tnfsf13|2310026N09Rik|April|Tall2|Tnlg7b|Trdl1|-|11|11 B3|protein-coding	0.948	1.284	2.004	1.596
NM_001290998	chr7	45514602	45522387	+	1518	1	Tulp2|Pdet|-|7|7 B3|protein-coding	0.947	0.47	0.801	0.923
NM_021361	chr12	46694517	46818775	-	6993	1	Nova1|9430099M15Rik|G630039L02|Nova-1|-|12 B3|12 21.46 cM|protein-coding	0.946	1.021	0.934	0.861
NM_026922	chr8	119700009	119757718	+	3194	1	Atp2c2|1810010G06Rik|Spca2|mKIAA0703|-|8|8 E1|protein-coding	0.945	0.67	2.141	1.974
NR_040518	chr16	11008898	11015184	+	1981	1	Gm4262|-|-|16 A1|16|ncRNA	0.943	1.009	1.304	0.707
NM_011330	chr11	82057832	82062955	+	1068	1	Ccl11|Scya11|eotaxin|-|11 C|11 49.84 cM|protein-coding	0.942	0.535	1.565	1.18
NM_172486	chr17	21383748	21399265	+	2906	1	Zfp677|A830058L05Rik|Tce8|-|17|17 A3.2|protein-coding	0.94	1.228	1.516	1.35
NM_001143755	chr7	139213275	139229012	+	1682	1	Lrrc27|1700071K18Rik|2310044E02Rik|-|7|7 F4|protein-coding	0.94	1.103	1.626	1.916
NR_024017	chr1	37485851	37488605	-	2754	1	4930594C11Rik|-|-|1|1 B|pseudo	0.94	1.503	0.717	0.763
NM_028892	chr3	99885417	100143322	+	7811	1	Spag17|4931427F14Rik|PF6|Spag17-ps|-|3|3 F2.2|protein-coding	0.939	0.95	1.031	1.291
NR_028264	chr14	61602836	61682373	-	1687	1	Dleu2|1810047A16Rik|4932411A06Rik|7730401J12Rik|AI197277|AI788824|Alt1|Gm9069|Leu2|-|14 D1|14 33.16 cM|ncRNA	0.937	1.015	0.991	1.578
NM_145492	chr18	13687014	13972733	-	6141	1	Zfp521|B930086A16Rik|Evi3|Znf521|-|18 A1|18 7.68 cM|protein-coding	0.936	0.883	0.668	1.049
NM_183271	chr2	164198872	164200117	-	461	1	Wfdc15a|1700049M11Rik|Wfdcl1|-|2|2 H3|protein-coding	0.936	0.619	0	0.608
NR_045298	chr1	127753617	127774054	-	462	1	2900009J06Rik|-|-|1|1 E3|ncRNA	0.934	0.927	0.658	2.123
NM_016674	chr16	26356646	26371839	-	3235	1	Cldn1|AI596271|-|16|16 B2|protein-coding	0.933	0.574	0.47	0.346
NM_001166531	chr14	30715167	30822721	+	7719	1	Sfmbt1|4930442N21Rik|9330180L21Rik|AA536974|Sfmbt|Smr|-|14 B|14 18.99 cM|protein-coding	0.931	0.869	1.358	1.107
NM_001329618	chr17	44078802	44086561	+	2325	1	Enpp5|AW061004|D17Abb1e|E-NPP 5|-|17 B3|17 20.3 cM|protein-coding	0.928	0.798	1.307	1.145
NR_029446	chr14	20702012	20703099	-	1087	1	6230400D17Rik|-|-|14|14 A3|ncRNA	0.926	1.313	0.839	1.031
NM_001163742	chr9	44252713	44268599	-	3572	1	Nlrx1|BC034204|NOD9|-|9|9 A5.2|protein-coding	0.926	0.919	1.276	1.137
NR_004447	chr1	13785685	13786929	-	1244	1	Gm5523|EG433273|-|1|1 A3|pseudo	0.925	0.574	0.366	1.464
NM_178205	chr13	23561896	23562365	-	468	1	Hist1h3e|H3-f|H3.1|-|13|13 A3.1|protein-coding	0.922	1.22	0.974	0.898
NM_001195760	chr3	90590247	90591508	+	312	1	S100a2|CaN19|EG628324|S100L|-|3|3 F1|protein-coding	0.922	0	0	0
NM_023485	chr4	129287621	129308559	+	2031	1	Sync|1110057H03Rik|SNIP4|-|4 D2.2|4 63.26 cM|protein-coding	0.92	0.703	1.197	0.759
