Transcript/RepeatID (cmd=analyzeRepeats.pl rna mm10 -count exons -condenseGenes -raw -d sgNT_rep1_S65/ sgNT_rep2_S66/ sgArid1a_rep1_S67/ sgArid1a_rep2_S68) (cmd=getDiffExpression.pl sgArid1a_nostim_raw.txt -edgeR -simpleNorm -dispersion 0.05 sgNT sgNT sgARID1A sgARID1A -export diff -log2fold .585)	chr	start	end	strand	Length	Copies	Annotation/Divergence	sgNT_rep1_S65/ (28413949.0 total)	sgNT_rep2_S66/ (31159073.0 total)	sgArid1a_rep1_S67/ (29840911.0 total)	sgArid1a_rep2_S68 (27904258.0 total)	sgARID1A vs. sgNT Log2 Fold Change	sgARID1A vs. sgNT p-value	sgARID1A vs. sgNT adj. p-value
NM_009996	chr2	170482957	170497145	-	3297.0	1	Cyp24a1|24-OHase|CP24|Cyp24|-|2 H3|2 91.91 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_037277	chr4	40993695	40993758	+	63.0	1	Mir3094|mir-3094|mmu-mir-3094|-|4 A5|4 20.76 cM|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_001285472	chr16	18581704	18590671	-	1847.0	1	Tbx1|-|-|16 A3|16 11.51 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_145920	chr5	37338478	37425054	+	4089.0	1	Evc2|1110017L09Rik|Lbn|limbin|-|5|5 B3|protein-coding	2660.58	2844.60	2666.09	2628.07	-0.0461603090176534	0.345764004435287	1
NM_016716	chr1	80264923	80340690	-	4901.0	1	Cul3|KIAA0617|-|1|1 C5|protein-coding	4353.59	4343.88	3942.29	4098.03	-0.102652129860358	0.0187481945573961	0.353321390057471
NM_026695	chr7	43444072	43457800	+	896.0	1	Etfb|0610009I16Rik|2810441H06Rik|-|7 B3|7 28.25 cM|protein-coding	3142.81	3053.02	3242.44	3081.66	0.0412632483397801	0.379821104747722	1
NM_001204223	chr6	129375513	129385874	-	1600.0	1	Clec12b|4933425B16Rik|-|6|6 F3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_172647	chr1	171437561	171464593	+	2470.0	1	F11r|9130004G24|AA638916|ESTM33|JAM|JAM-1|JAM-A|Jcam|Jcam1|Ly106|-|1 H3|1 79.43 cM|protein-coding	779.47	826.15	845.90	876.72	0.110598208683842	0.0935492132912504	0.783400503951145
NM_022883	chr2	160880670	160906000	+	3451.0	1	Lpin3|9130206L11Rik|AA438110|AV236139|mKIAA4023|-|2|2 H2|protein-coding	39.49	48.82	58.81	66.15	0.501367073655208	0.0231250771148307	0.402140338176187
NM_177278	chr17	68273797	68780086	+	4547.0	1	L3mbtl4|A730037L19Rik|D930040M24Rik|-|17|17 E1.2|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_030692	chr5	99297244	99729060	-	3350.0	1	A930011G23Rik|-|-|5|5 E3-E4|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_001168660	chr15	77729121	77736382	+	1541.0	1	Apol9b|2310016F22Rik|-|15|15 E1|protein-coding	5.20	4.69	96.06	72.45	4.07591667329695	1.46189827751676e-33	4.12305724545158e-31
NM_001080811	chr2	153974945	154000495	+	1559.0	1	Bpifa6|EG545477|Gm5840|Splunc6|-|2|2 H1|protein-coding	1.04	0.00	0.98	0.00	0.0394866752533837	1	1
NR_046154	chr8	123538784	123538904	-	120.0	10	Gm22291|Rn5s30|-|8 E1|8|rRNA	0.00	0.00	0.00	0.00	0	1	1
NM_008002	chr13	118714699	118792573	+	4567.0	1	Fgf10|AEY17|BB213776|Fgf-10|Gsfaey17|-|13 D2.3|13 67.14 cM|protein-coding	13.51	11.27	10.78	14.70	0.0499707782348264	1	1
NM_175028	chr18	80127135	80151482	-	4182.0	1	Adnp2|8430420L05Rik|BC024969|Kiaa0863|Zfp508|mKIAA0863|-|18|18 E3|protein-coding	1030.98	1112.49	984.10	1066.77	-0.0552074956227687	0.399354120358884	1
NM_019791	chrX	94535474	94542074	-	2737.0	1	Maged1|2810433C11Rik|5430405L04Rik|DXBwg1492e|Dlixin|Dlxin-1|Dlxin1|MAGE-D1|NRAGE|mFLJ00163|-|X C3|X 41.56 cM|protein-coding	12598.28	13026.02	12848.21	12840.07	0.0144014028612825	0.721144168081141	1
NR_033598	chrX	156539483	156540117	+	634.0	1	4930503H13Rik|-|-|X|X F4|pseudo	0.00	0.00	0.00	0.00	0	1	1
NM_175313	chr6	97110944	97148883	-	3185.0	1	Eogt|A130022J15Rik|AI447490|AW214473|AW259391|Aer61|-|6|6 D3|protein-coding	5086.29	4756.02	5062.63	5300.24	0.0856177164981899	0.0561366593259856	0.632426634472777
NR_028078	chr11	97781639	97781766	-	127.0	1	Snora21|MBI-3|-|11|11 D|snoRNA	1.04	3.76	0.98	1.05	-1.17473613037323	0.458475858811702	1
NM_198166	chr16	27353322	27370239	-	828.0	1	Uts2b|Gm538|U2B|Urp|Uts2d|-|16|16 B2|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_009561	chr7	24291046	24299549	-	2338.0	1	Zfp61|-|-|7 A3|7 10.27 cM|protein-coding	358.56	382.10	394.03	384.29	0.0812718078442014	0.373375242607525	1
NR_033455	chr18	56936260	56940518	+	4258.0	1	Gm10536|ENSMUSG00000073558|-|18 D3|18|ncRNA	0.00	0.00	0.00	1.05	2.3426325900233	0.999999999999998	1
NM_183195	chr19	42147389	42151703	+	3073.0	1	Marveld1|AI504298|Mrvldc1|-|19|19 C3|protein-coding	1133.87	1077.76	1132.11	1203.26	0.0896631408939639	0.139026416607659	0.923660299275496
NM_147080	chr7	103560479	103561420	+	940.0	1	Olfr615|MOR19-2|-|7|7 E3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_019955	chr14	55784995	55788857	-	1872.0	1	Ripk3|2610528K09Rik|AW107945|Rip3|-|14|14 C3|protein-coding	50.93	59.15	58.81	51.45	0.0115282648846459	1	1
NM_146907	chr2	111335159	111336076	-	916.0	1	Olfr1282|MOR248-16|MOR248-2|Olfr1557|-|2|2 E3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001278570	chr17	31677931	31681730	+	1122.0	1	Cryaa|Acry-1|Crya-1|Crya1|DAcry-1|lop18|-|17 B1|17 17.09 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_106076	chr17	27355738	27355799	+	61.0	1	Mir7217|mmu-mir-7217|-|17|17 A3.3|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NR_045496	chr11	97598511	97622893	+	608.0	1	2410003L11Rik|-|-|11|11 D|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_199017	chr9	8021672	8042823	-	1583.0	1	9230110C19Rik|-|-|9|9 A1|protein-coding	499.90	456.26	482.25	455.69	-0.0137840875292048	0.869264432456761	1
NM_001080935	chr11	97840780	97843043	+	1184.0	1	B230217C12Rik|AI840637|-|11|11 D|protein-coding	171.48	160.54	181.33	183.74	0.14939121298314	0.242202163945462	1
NM_198326	chr2	151494182	151511310	+	1475.0	1	Nsfl1c|Munc-18c|Stxbp3a|p47|-|2|2 G3|protein-coding	2283.32	2203.39	2246.57	2065.29	-0.0451252389938963	0.376625199011703	1
NM_001331193	chr10	69209762	69213098	-	2965.0	1	A930033H14Rik|-|-|10|10 B5.3|protein-coding	8.31	6.57	13.72	10.50	0.717754639474088	0.218497109404547	1
NR_030771	chr4	146067524	146068718	+	1194.0	1	Gm13034|OTTMUSG00000010105|-|4 E1|4|pseudo	11.43	13.14	16.66	5.25	-0.135356681171092	0.788559593915224	1
NR_030275	chrX	53053984	53054054	-	70.0	1	Mir503|Mirn503|mmu-mir-503|-|X|X A5|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_207016	chr6	131677960	131678886	-	925.0	1	Tas2r106|T2R06|Tas2r6|mGR06|mt2r44|-|6 F3|6 63.52 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_175140	chr7	34674468	34812711	-	2391.0	1	Chst8|1500011J21Rik|AI426009|-|7|7 B2|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_037581	chrX	7673166	7681251	-	2762.0	1	Magix|Pdzx|Sfc18|-|X A1.1|X 3.46 cM|protein-coding	81.06	104.21	100.96	94.50	0.082008586651367	0.648990631113935	1
NM_053014	chr10	78271563	78351700	-	3427.0	1	Agpat3|AW061257|AW493985|D10Jhu12e|lpaat3|-|10 C1|10 39.72 cM|protein-coding	4453.36	4604.87	4412.77	4292.27	-0.046567318249682	0.287817079499861	1
NM_008563	chr1	20803014	20820213	-	2867.0	1	Mcm3|AL033361|C80350|Mcmd|P1|p1.m|-|1|1 A4|protein-coding	9884.69	9821.85	9629.29	9822.46	-0.00786141319447824	0.846691460205704	1
NM_175507	chr19	38395980	38405607	+	3466.0	1	Slc35g1|AA590464|D330039I19Rik|Tmem20|-|19|19 C3|protein-coding	1202.46	1245.80	1253.65	1075.17	-0.0600935069572412	0.351881602526292	1
NM_033474	chr16	18348182	18407074	+	4693.0	1	Arvcf|-|-|16 A3|16 11.37 cM|protein-coding	310.75	304.18	281.31	307.64	-0.0523677993963806	0.609397138940167	1
NM_019927	chr9	59388554	59486374	-	6419.0	1	Arih1|AU021774|Ari|Ari1|Hari|Hhari|Ubch7bp|Uip77|-|9|9 B|protein-coding	4169.63	4076.32	4022.66	3972.03	-0.0333665158899428	0.442269218276339	1
NM_009987	chr9	120048683	120068296	-	3749.0	1	Cx3cr1|-|-|9|9 F4|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001004025	chr4	49678747	49681983	-	2981.0	1	Ppp3r2|CaNB2|CnB2|-|4|4 B1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_025984	chr3	92646532	92648307	-	704.0	1	Lce1a1|2200008B06Rik|Sprrl3|-|3|3 F1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001081167	chr7	98192415	98199475	-	2364.0	1	B3gnt6|BC039789|Core-3|Core3|-|7|7 E1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001195253	chr8	70718543	70722635	+	1146.0	1	Gm3336|100041434|2410018E23Rik|-|8 B3.3|8|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_027643	chr11	114413405	114448860	-	3399.0	1	4932435O22Rik|-|-|11|11 E2|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_015820	chr14	119138265	119869815	+	1780.0	1	Hs6st3|6OST3|HS6ST-3|-|14|14 E4|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_175138	chr4	41569794	41638158	+	2469.0	1	Dnaic1|1110066F04Rik|BB124644|Dnai1|b2b1526Clo|-|4|4 A5|protein-coding	5758.71	6057.22	6195.72	6065.67	0.064051355185867	0.134515752148361	0.909009366693565
NM_028034	chr7	35493610	35537744	-	1607.0	1	Tdrd12|2410004F06Rik|2410070K17Rik|ECAT8|EG434165|G1-476-14|repro23|-|7|7 B2|protein-coding	1.04	0.94	1.96	2.10	0.963640499023166	0.690321731930367	1
NM_001003947	chr4	115108682	115133977	-	1511.0	1	Cyp4x1|A230025G20|CYPIVX1|CYP_a|Cyp4a28-ps|-|4|4 D1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_027840	chr8	88626828	88636128	-	1428.0	1	Snx20|9130017C17Rik|-|8|8 C3|protein-coding	5.20	3.76	0.98	0.00	-2.84369184370836	0.0232686029630161	0.402428328508871
NM_018774	chr4	128688738	128752881	+	3925.0	1	Phc2|A3galt2|AA415044|D130050K19Rik|D4Ertd810e|Edr2|Mph2|p36|-|4 D2.2|4 62.12 cM|protein-coding	3453.56	3495.20	3756.05	3707.44	0.113990314807042	0.00972911346780425	0.242604936137716
NM_205769	chr3	19693401	19695396	-	1316.0	1	Crh|CRF|Gm1347|-|3 A2|3 5.75 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_036594	chr13	83891208	83928710	+	1099.0	1	2810049E08Rik|-|-|13|13 C3|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_001013372	chr12	87442848	87444017	-	1167.0	1	Nrp|-|-|12|12 D2|protein-coding	37.41	35.67	36.27	44.10	0.14463950765084	0.649536228753545	1
NR_040444	chr4	102967266	102989755	-	1908.0	1	Gm12709|OTTMUSG00000008056|-|4 C6|4 47.24 cM|ncRNA	40.53	43.19	37.25	37.80	-0.148755603233469	0.600854609525211	1
NM_026120	chr19	18670780	18704792	+	2084.0	1	Carnmt1|2410127L17Rik|-|19 B|19|protein-coding	47.81	68.53	68.61	47.25	0.00202055132792528	1	1
NM_172600	chr14	48446352	48515130	+	5171.0	1	Tmem260|5930435P15|6720456H20Rik|-|14|14 C1|protein-coding	834.55	834.60	810.61	853.62	0.00589386070723279	0.93392992147431	1
NM_025403	chr2	112261926	112262898	+	734.0	1	Nop10|1110036B12Rik|NOP10P|Nola3|-|2|2 E3|protein-coding	1999.59	1993.10	2011.33	1916.19	-0.0122391216298028	0.81049522100202	1
NR_046034	chr11	55191719	55197682	-	1787.0	1	Slc36a1os|4921508A21Rik|-|11|11 B1.3|ncRNA	22.86	23.47	10.78	9.45	-1.17249075379017	0.00264173135324734	0.0995701416507374
NM_010926	chr8	120653914	120668112	-	4926.0	1	Emc8|Cox4nb|Fam158b|Noc4|-|8 E1|8 69.98 cM|protein-coding	2474.55	2475.65	2549.45	2430.68	0.0200755008994761	0.684105581200804	1
NM_021282	chr7	140763832	140774977	+	1725.0	1	Cyp2e1|Cyp2e|-|7 F4|7 85.94 cM|protein-coding	0.00	1.88	0.00	0.00	-3.14683944022999	0.501700824438317	1
NM_008760	chr13	49608071	49624500	+	2531.0	1	Ogn|3110079A16Rik|OG|OIF|SLRR3A|mimecan|mimican|-|13|13 A5|protein-coding	75.87	46.94	48.03	35.70	-0.522471623693879	0.0266450574383042	0.432973360505743
NM_001037502	chr2	152518255	152521447	+	392.0	1	Defb28|Gm1635|OTTMUSG00000015852|-|2 G3|2|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_144731	chr8	57523825	57653055	-	4326.0	1	Galnt7|AI225872|-|8|8 B2|protein-coding	1254.42	1136.90	1159.55	1208.51	-0.00192108918088019	0.975247222348736	1
NR_028434	chr12	109650709	109650738	+	29.0	1	AF357359|MBII-426|-|12|12 F1|snoRNA	0.00	0.00	0.00	0.00	0	1	1
NM_001013751	chr5	134557254	134560171	-	2915.0	1	Syna|Gm453|Gm52|syncytin-A|-|5|5 G2|protein-coding	18.71	20.65	20.58	16.80	-0.0617653019129678	0.999999999999997	1
NM_133778	chr16	20695057	20703036	+	2263.0	1	Fam131a|2900046G09Rik|-|16|16 B1|protein-coding	6.24	6.57	2.94	2.10	-1.28696845043573	0.103524432930007	0.824465761377338
NM_025776	chr18	60560786	60572729	+	2066.0	1	Rbm22|8430430L24Rik|-|18|18 D3|protein-coding	1549.58	1549.04	1533.98	1517.21	-0.0111834648856863	0.839962717476675	1
NM_173415	chrX	13467672	13489313	+	3616.0	1	Nyx|CLNP|CSNB1|CSNB4|nob|-|X A1.1|X 8.37 cM|protein-coding	7.28	5.63	4.90	5.25	-0.321517549710884	0.685680071121125	1
NM_001163337	chr11	72961169	72993043	+	4582.0	1	Atp2a3|SERCA3b|Serca3|-|11|11 B4|protein-coding	10.39	6.57	4.90	6.30	-0.568155740849623	0.361346623592259	1
NM_001285808	chr18	23497482	23659719	+	6208.0	1	Dtna|2210407P21Rik|DTN-A|Dtn|Gm19389|a-DB-1|adbn|-|18 A2|18 12.08 cM|protein-coding	704.64	744.48	793.95	771.73	0.121696361636953	0.0753265080254172	0.709787452926138
NM_008610	chr8	92827297	92853421	+	3058.0	1	Mmp2|Clg4a|GelA|MMP-2|-|8 C5|8 44.99 cM|protein-coding	172.52	156.78	182.31	190.04	0.190006858941666	0.135537924338309	0.911648588127491
NM_001101572	chr10	79356591	79396766	+	2591.0	1	Vmn2r82|EG624845|-|10|10 C1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001099298	chr2	65668686	65767447	+	8790.0	1	Scn2a|6430408L10|A230052E19Rik|Nav1.2|Scn2a1|-|2 C1.3|2 38.61 cM|protein-coding	48.85	43.19	42.15	52.50	0.0503970155918563	0.839157919983258	1
NM_025866	chr2	72476219	72486890	+	2350.0	1	Cdca7|2310021G01Rik|AU044109|JPO1|-|2|2 C3|protein-coding	1296.00	1326.54	1155.63	1219.01	-0.13343075392183	0.0220824628295857	0.392799099153678
NM_009320	chr6	91684067	91759063	+	6152.0	1	Slc6a6|AA589629|C80501|Taut|-|6 D1|6 40.73 cM|protein-coding	24104.27	23761.33	21916.83	22985.92	-0.0812783549906885	0.0442723609983048	0.568154247811405
NR_024331	chr7	127510438	127512869	-	2431.0	1	1700008J07Rik|AW048743|-|7|7 F3|ncRNA	121.60	106.09	98.02	85.05	-0.296582691687625	0.0703512728582536	0.690097235781254
NR_105857	chr14	67859636	67859745	-	109.0	1	Mir6539|Gm27464|mir-6539|mmu-mir-6539|-|14|14 D1|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_001293768	chr3	89430214	89435130	+	3242.0	1	Pygo2|1190004M21Rik|-|3|3 F1|protein-coding	1510.09	1639.17	1518.30	1626.40	0.00681828300073185	0.896743961535774	1
NR_045709	chr16	33379854	33380736	-	745.0	1	1700007L15Rik|linc-Iqcg|linc1609|-|16|16 B3|ncRNA	31.18	35.67	37.25	27.30	-0.0372083404964148	0.93495947069949	1
NM_007720	chr9	120092133	120094906	+	1152.0	1	Ccr8|C-C|C-C CKR-8|CC-CKR-8|CCR-8|CKR-8|Cmkbr8|mCCR8|-|9|9 F4|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_037972	chr8	15041446	15046078	-	1758.0	1	BB014433|-|-|8|8 A1.1|ncRNA	0.00	0.00	0.98	0.00	2.34197687830997	0.999999999999998	1
NM_026384	chr7	99153663	99182713	-	2241.0	1	Dgat2|0610010B06Rik|ARAT|DGAT-2|-|7|7 E1|protein-coding	98.73	110.78	80.37	78.75	-0.388420819034671	0.0232450085497237	0.402428328508871
NR_030418	chrX	103573060	103573154	-	94.0	1	Mir374b|Mir374|Mirn374|mir-374b|mmu-mir-374|mmu-mir-374b|-|X D|X|ncRNA	0.00	0.00	0.98	0.00	2.34197687830997	0.999999999999998	1
NM_027085	chr2	25456843	25458772	+	791.0	1	Clic3|2300003G24Rik|-|2|2 A3|protein-coding	29.10	19.72	18.62	23.10	-0.206607217920617	0.61700909216777	1
NM_019988	chr17	24473550	24479078	-	3350.0	1	Mlst8|0610033N12Rik|AA409454|AI505104|AI851821|Gbl|-|17|17 A3.3|protein-coding	1086.06	1046.78	1026.25	1073.07	-0.0117990034236507	0.854027829208192	1
NR_033225	chr2	20968874	20970348	+	1383.0	1	Gm13375|OTTMUSG00000011664|-|2|2 A3|ncRNA	108.09	111.72	126.44	130.20	0.232592192124342	0.126148350075466	0.891288078320421
NM_025665	chr6	86675169	86684491	-	828.0	1	Snrnp27|2610209M04Rik|AI449063|AU022368|Ry1|-|6|6 D1|protein-coding	2447.53	2415.56	2498.48	2191.29	-0.04019730952946	0.449764302729122	1
NM_019738	chr7	126623246	126625470	-	621.0	1	Nupr1|2310032H04Rik|Com1|p8|-|7|7 F3|protein-coding	493.66	546.39	625.36	658.33	0.311354487607887	5.13706990316018e-05	0.0037697854538281
NM_001313701	chr1	135871394	135919207	-	4650.0	1	Pkp1|-|-|1|1 E4|protein-coding	6.24	5.63	2.94	4.20	-0.707638692561086	0.370280175871814	1
NM_008816	chr11	106654213	106715281	-	3293.0	1	Pecam1|C85791|Cd31|PECAM-1|Pecam|-|11|11 E1|protein-coding	2.08	0.94	0.98	2.10	0.0463336619689437	1	1
NR_029465	chr9	49518288	49568025	+	1269.0	1	Gm11149|ENSMUSG00000060603|ENSMUSG00000079564|-|9 A5.3|9|ncRNA	63.40	66.66	64.69	68.25	0.0397928202184529	0.863911483690124	1
NM_029097	chr4	140986873	141007701	+	4296.0	1	Atp13a2|1110012E06Rik|AA589443|-|4|4 D3|protein-coding	14645.68	14824.78	14845.81	14902.21	0.0244174212406537	0.538181289557131	1
NM_001256158	chr1	63754909	63769267	-	1751.0	1	4933402D24Rik|-|-|1|1 C2|protein-coding	8.31	11.27	9.80	11.55	0.12050037356081	0.999999999999999	1
NM_019872	chr4	107676290	107684162	-	1790.0	1	Dmrtb1|Dmrt6|Prp13|-|4|4 C7|protein-coding	0.00	0.94	0.98	0.00	0.0404498335274733	1	1
NM_009112	chr3	93555117	93564645	+	645.0	1	S100a10|42C|AA409961|AL024248|CAL12|CLP11|Cal1l|p10|p11|-|3 F2.1|3 40.51 cM|protein-coding	2489.10	2562.02	2819.98	2553.52	0.100636167937148	0.0482600281215764	0.59535712401709
NM_138954	chr7	5109787	5116911	-	1672.0	1	Rfpl4|D7Ertd486e|Rfpl4a|-|7 A1|7 2.96 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_028368	chr16	91011249	91016503	+	975.0	1	4930404I05Rik|-|-|16|16 C3.3|ncRNA	7.28	2.82	3.92	2.10	-0.667377918774263	0.465823964494149	1
NM_001166736	chr7	20101158	20102081	+	922.0	1	Vmn1r91|EG667067|Gm8442|-|7|7 A3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001004365	chr5	25759973	25850691	+	2100.0	1	Actr3b|9630005C02|ARP11|AW047569|Arp3b|Arp3beta|-|5|5 B1|protein-coding	210.98	212.17	225.44	232.04	0.12270446900943	0.278865653026413	1
NM_008196	chr13	113171874	113180897	-	786.0	1	Gzmk|-|-|13|13 D2.2|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NR_045967	chr9	122382022	122398801	-	563.0	1	A730085K08Rik|-|-|9|9 F4|ncRNA	2.08	0.94	0.00	0.00	-3.67794915195639	0.252551236657478	1
NM_144891	chr2	163438467	163455324	+	2572.0	1	Gdap1l1|Gdap1l|-|2|2 H3|protein-coding	23.90	20.65	23.52	22.05	0.04956383389753	0.919603712898947	1
NR_106087	chr5	134572076	134572114	+	38.0	1	Mir7228|mmu-mir-7228|-|5|5 G2|ncRNA	0.00	0.00	0.00	0.00	0	1	1
NM_001081251	chr14	31019138	31121592	+	8082.0	1	Pbrm1|2610016F04Rik|AI507524|BAF180|Pb1|-|14|14 B|protein-coding	3454.60	3344.99	3135.60	3179.31	-0.095475405612406	0.0341020002318096	0.498665542126289
NM_145705	chr14	55679080	55681817	-	1728.0	1	Tinf2|AW552114|D14Wsu146e|Tin2|-|14 C3|14 28.19 cM|protein-coding	693.21	715.37	720.43	738.13	0.0601168834038699	0.386126340918501	1
NM_020510	chr11	102604431	102608058	+	3625.0	1	Fzd2|AL033370|AW456835|Fz10|Fzd10|Mfz10|Mfz10a|-|11|11 E1|protein-coding	386.62	390.55	412.66	358.04	0.000926268096510433	1	1
NM_028623	chr19	5344705	5349574	-	3946.0	1	Cst6|1110017E11Rik|N28197|ichq|-|19 A|19 4.3 cM|protein-coding	1041.37	1066.49	1135.05	1028.97	0.0496498816539102	0.436423808507079	1
NM_001044744	chr8	84886387	84893921	-	2106.0	1	Gcdh|9030411L18|AI266902|D17825|GCD|-|8 C3|8 41.28 cM|protein-coding	866.77	915.34	974.30	897.72	0.0819261879119078	0.213937655717797	1
NM_001163330	chr3	13946372	14182287	+	1837.0	1	Ralyl|0710005M24Rik|-|3|3 A1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_013509	chr6	124760053	124769673	-	2783.0	1	Eno2|AI837106|D6Ertd375e|Eno-2|NSE|-|6 F2|6 59.17 cM|protein-coding	570.57	531.37	586.15	555.43	0.0644059857021013	0.421469668357833	1
NM_133748	chr1	121304353	121328024	-	2689.0	1	Insig2|2900053I11Rik|C730043J18Rik|Insig-2|-|1|1 E2.3|protein-coding	2818.56	2771.37	2824.88	2681.62	-0.0100769519947827	0.83049869088659	1
NR_015602	chr12	33111711	33147586	-	1545.0	1	F730043M19Rik|-|-|12|12 A3|ncRNA	38.45	15.96	25.48	26.25	-0.0377032810215648	0.930625627858827	1
NM_025594	chr18	36793923	36799660	+	2249.0	1	Zmat2|2610510D14Rik|2900082I05Rik|-|18|18 B2|protein-coding	3241.55	3072.73	3120.89	2992.41	-0.0347504230765329	0.4551685586169	1
NM_001289604	chr6	130323289	130337626	-	1202.0	1	Klra3|5E6|Ly49c|NK-2.1|Nk-2|Nk2|Nk2.1|-|6 F3|6 63.44 cM|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_207678	chr4	155812489	155824543	+	2429.0	1	Ccnl2|1700010A01Rik|1810019L15Rik|2010319M22Rik|AA409936|AW261738|Ania-6b|HCLA-150|Pcee|SB138|-|4 E2|4 87.47 cM|protein-coding	1240.91	1242.99	1281.10	1228.46	0.0262614420039854	0.657383100415876	1
NM_146465	chr17	37445480	37446517	+	1035.0	1	Olfr108|MOR156-5|-|17|17 B1|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_016722	chr8	122578237	122611487	-	2570.0	1	Galns|mFLJ00319|-|8|8 E1|protein-coding	808.57	849.62	803.75	826.33	-0.0152315658872026	0.836246555463854	1
NM_001013749	chr17	45541940	45549677	-	4846.0	1	Tmem151b|Gm323|-|17|17 B3|protein-coding	34.30	30.04	24.50	31.50	-0.189762727007576	0.545726169896846	1
NM_001199971	chr10	127724478	127731768	+	843.0	1	Tac2|PPT-B|Tac3|-|10|10 D3|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001033367	chr17	74426295	74459108	-	3827.0	1	Nlrc4|9530011P19Rik|CLAN|CLAN1|CLANA|CLANB|CLANC|CLAND|Card12|IPAF|-|17|17 E2|protein-coding	6.24	8.45	2.94	6.30	-0.670410990073948	0.322343074446581	1
NM_025654	chr11	101627949	101636081	+	1089.0	1	Rdm1|2410008M22Rik|AW212028|Rad52b|-|11|11 D|protein-coding	487.43	537.94	532.24	542.83	0.0765798207846286	0.336538059219401	1
NM_011507	chr6	95473009	95718846	-	3400.0	1	Suclg2|AF171077|AW556404|D6Wsu120e|G-SCS|GTPSCS|SCS-betaG|-|6 D2|6 44.63 cM|protein-coding	2054.68	2224.05	2241.67	2103.09	0.0325436923035822	0.535953851581541	1
NM_008155	chr7	34201327	34230336	-	2867.0	1	Gpi1|Amf|Gpi|Gpi-1|Gpi-1r|Gpi-1s|Gpi-1t|Gpi1-r|Gpi1-s|Gpi1-t|Gpi1s|MF|NK|NK/GPI|Nlk|Org|Pgi|Phi|-|7 B1|7 19.46 cM|protein-coding	11070.52	11389.67	11227.97	11567.51	0.0320910320699149	0.43020124556776	1
NM_001081337	chr8	125418063	125492710	-	6342.0	1	Sipa1l2|BC058408|mKIAA1389|-|8|8 E2|protein-coding	1776.15	1720.84	1684.93	1602.25	-0.0772264160215626	0.143519038250331	0.937754397393512
NR_039581	chr7	45126918	45126991	-	73.0	1	Mir5121|mir-5121|mmu-mir-5121|mu-mir-5121|-|7 B3|7 29.14 cM|ncRNA	197.47	166.17	161.73	132.30	-0.287247683383904	0.0312692458855666	0.476554960431147
NM_153145	chr11	110025634	110095937	-	5575.0	1	Abca8a|-|-|11|11 E1|protein-coding	77.95	79.80	51.95	50.40	-0.612048017011803	0.00225079757041016	0.0878025754930906
NM_172943	chr11	60537683	60558512	+	6019.0	1	Alkbh5|AW050020|AW215868|Abh5|E130207K11|Ofoxd|-|11|11 B2|protein-coding	5282.71	5403.80	5600.75	5540.69	0.070951560732654	0.091485403186053	0.775398044205935
NM_001007584	chr11	94694498	94704499	-	1677.0	1	Gm11541|OTTMUSG00000002038|-|11 D|11|protein-coding	0.00	0.00	0.00	0.00	0	1	1
NM_001289465	chr1	4490928	4497354	-	3698.0	1	Sox17|-|-|1 A1|1 1.65 cM|protein-coding	0.00	0.94	0.00	0.00	-2.3015270447825	0.999999999999998	1
